format_name_text,version_text,format_text,last_updated_date,provenance_text,puid
EndNote Import File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-01-31 00:00:00.000,NULL,fmt/328
Shell Archive Format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-01-31 00:00:00.000,NULL,fmt/329
ESRI Arc/View Project,3.x,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-03-30 12:08:56.000,NULL,fmt/332
Chemical Markup Language,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-03-31 00:00:00.000,Submitted by Southampton Chemistry Department.,fmt/333
Crystallographic Information Framework,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-03-31 00:00:00.000,Submitted by Southampton Chemistry Department.,fmt/334
Dreamweaver Lock File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-06-11 00:00:00.000,NULL,fmt/335
MJ2 (Motion JPEG 2000),NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-05-18 00:00:00.000,NULL,fmt/337
Interchange File Format Interleaved Bitmap,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-04-21 00:00:00.000,Submitted by Georgia Tech Research Institute,fmt/338
Interchange File Format 8-bit Sampled Voice,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-04-21 00:00:00.000,Submitted by Georgia Tech Research Institute,fmt/339
Lotus WordPro Document,97/Millennium,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-06-24 12:08:56.000,NULL,fmt/340
Macintosh PICT Image,2.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2013-07-19 00:00:00.000,NULL,fmt/341
Microsoft Project Export File,4.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-04-21 12:08:56.000,Submitted by Georgia Tech Research Institute,fmt/342
Microsoft Project Export File,3.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-04-21 12:08:56.000,Submitted by Georgia Tech Research Institute,fmt/343
MPEG 1/2 Audio Layer I,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-04-21 12:08:56.000,Submitted by Georgia Tech Research Institute,fmt/347
Paint Shop Pro Image,9,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-04-21 12:08:56.000,Submitted by Georgia Tech Research Institute,fmt/348
Paint Shop Pro Image,10,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-04-21 12:08:56.000,Submitted by Georgia Tech Research Institute,fmt/349
Paradox Database Table,3.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-04-21 12:08:56.000,Submitted by Georgia Tech Research Institute,fmt/350
Paradox Database Table,4.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-04-21 12:08:56.000,Submitted by Georgia Tech Research Institute,fmt/351
Paradox Database Table,5.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-04-21 12:08:56.000,Submitted by Georgia Tech Research Institute,fmt/352
3GPP Audio/Video File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-06-21 00:00:00.000,NULL,fmt/357
Internet Data Query File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-06-23 00:00:00.000,NULL,fmt/358
Microsoft Front Page Binary Tree Index,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-06-29 00:00:00.000,Ongoing DROID signature research.,fmt/359
pulse EKKO data file,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-08-18 00:00:00.000,Submitted by Archaeology Data Service,fmt/360
pulse EKKO header file,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-08-18 00:00:00.000,Submitted by Archaeology Data Service,fmt/361
GSSI SIR-10 RADAN data file,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-08-18 00:00:00.000,Submitted by Archaeology Data Service,fmt/362
SEG Y Data Exchange Format,Generic,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-08-19 00:00:00.000,Submitted by Archaeology Data Service,fmt/363
Earth Resource Satellite image header format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-03 00:00:00.000,Ongoing DROID signature research.,fmt/372
FoxPro Database,2.x,"This is a generic record for several versions of the Fox Pro database format, which at the moment we are unable to identify down to version level. This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-03 12:08:56.000,"Further information about the FoxPro Database format, can be obtained at http://www.digitalpreservation.gov/formats/fdd/fdd000325.shtml",fmt/373
Microsoft Visual FoxPro Database Table File,NULL,"This is a generic record for several versions of the Microsoft Visual Fox Pro database format, which at the moment we are unable to identify down to version level. This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-04 12:08:56.000,"Further information about the FoxPro Database format, can be obtained at http://www.digitalpreservation.gov/formats/fdd/fdd000325.shtml",fmt/374
FoxPro Compound Index File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-07 12:08:56.000,NULL,fmt/375
FoxPro Report,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-07 12:08:56.000,NULL,fmt/376
Microsoft Visual FoxPro Report,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-07 12:08:56.000,NULL,fmt/377
Microsoft Visual FoxPro Class Library,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-09 12:08:56.000,NULL,fmt/379
Microsoft Visual FoxPro Project,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-09 12:08:56.000,NULL,fmt/380
FoxPro Project,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-09 12:08:56.000,NULL,fmt/381
Microsoft Visual FoxPro database container (table files),NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-09 12:08:56.000,NULL,fmt/382
Microsoft Visual FoxPro database container (memo files),NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-09 12:08:56.000,NULL,fmt/384
Microsoft Windows Cursor,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-23 00:00:00.000,NULL,fmt/385
VCalendar format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-23 12:08:56.000,NULL,fmt/387
Internet Calendar and Scheduling format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-23 12:08:56.000,NULL,fmt/388
Log ASCII Standard Format,1.2,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-25 12:08:56.000,NULL,fmt/389
Log ASCII Standard Format,2.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-25 12:08:56.000,NULL,fmt/390
Log ASCII Standard Format,3.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-25 12:08:56.000,NULL,fmt/391
Borland Reflex flat datafile,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-25 12:08:56.000,NULL,fmt/393
DS_store file (MAC),NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,fmt/394
PocketMobi (Palm Resource) File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-06-11 00:00:00.000,NULL,fmt/396
Enigma Binary File (Finale),NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,fmt/397
Enigma Transportable File (Finale),NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,fmt/398
Macromedia FreeHand MX,11,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2013-07-19 00:00:00.000,NULL,fmt/400
X-Windows Screen Dump,X11,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,fmt/401
SuperCalc Spreadsheet,1,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-02-16 00:00:00.000,NULL,fmt/403
RealAudio,4,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,fmt/404
Portable Any Map,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,fmt/405
Portable Grey Map - Binary,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,fmt/406
Portable Grey Map - ASCII,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,fmt/407
Portable Pixel Map - Binary,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,fmt/408
Portable Bitmap Image - Binary,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,fmt/409
Internet Archive,1.1,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,fmt/410
Corel R.A.V.E.,2,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-06-11 00:00:00.000,NULL,fmt/431
Corel R.A.V.E.,3,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-06-11 00:00:00.000,NULL,fmt/432
Drawing Interchange File Format (ASCII),2007/2008/2009,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-06-11 00:00:00.000,NULL,fmt/433
AutoCAD Drawing,2010/2011/2012,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-06-11 00:00:00.000,NULL,fmt/434
Drawing Interchange File Format (ASCII),2010/2011/2012,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-12-18 00:00:00.000,NULL,fmt/435
Windows Media Video 9 Advanced Profile (WVC1),9 Advanced Profile (WVC1),"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-06-11 00:00:00.000,NULL,fmt/441
OpenDocument Database Format,1.1,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-07-16 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,fmt/444
Microsoft Excel Macro-Enabled,2007,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-08-28 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,fmt/445
Adobe Portable Document Catalog Index File,2.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-08-28 00:00:00.000,"PDX is Adobe Acrobat Catalog Index file, available in Adobe Acrobat versions 2 and later. 
When created, a PDF Catalog Index will also create a number of dependent sub-files of specific filetypes. 
The extensions for these filetypes within earlier versions of .pdx are .wld, .abt, .did, .ddd, .pdd, .plc, .cat, .trn. 
In later versions only .idx files are created. 
The Catalog Index creates a fully text-searchable relationship between the indexed pdf files.",fmt/446
Adobe Portable Document Catalog Index File,3.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-08-28 00:00:00.000,"PDX is Adobe Acrobat Catalog Index file, available in Adobe Acrobat versions 2 and later. 
When created, a PDF Catalog Index will also create a number of dependent sub-files of specific filetypes. 
The extensions for these filetypes within earlier versions of .pdx are .wld, .abt, .did, .ddd, .pdd, .plc, .cat, .trn. 
In later versions only .idx files are created. 
The Catalog Index creates a fully text-searchable relationship between the indexed pdf files.",fmt/447
Adobe Portable Document Catalog Index File,3.1,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-08-28 00:00:00.000,"PDX is Adobe Acrobat Catalog Index file, available in Adobe Acrobat versions 2 and later. 
When created, a PDF Catalog Index will also create a number of dependent sub-files of specific filetypes. 
The extensions for these filetypes within earlier versions of .pdx are .wld, .abt, .did, .ddd, .pdd, .plc, .cat, .trn. 
In later versions only .idx files are created. 
The Catalog Index creates a fully text-searchable relationship between the indexed pdf files.",fmt/448
Adobe Portable Document Catalog Index File,3.2,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-08-28 00:00:00.000,"PDX is Adobe Acrobat Catalog Index file, available in Adobe Acrobat versions 2 and later. 
When created, a PDF Catalog Index will also create a number of dependent sub-files of specific filetypes. 
The extensions for these filetypes within earlier versions of .pdx are .wld, .abt, .did, .ddd, .pdd, .plc, .cat, .trn. 
In later versions only .idx files are created. 
The Catalog Index creates a fully text-searchable relationship between the indexed pdf files.",fmt/449
Acrobat Catalog Cat File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-08-28 00:00:00.000,NULL,fmt/452
MS DOS Compression format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-08-28 00:00:00.000,"A DOS compressed file will be named file.**_, so a DOS compressed .exe will be named 'file'.ex_, a DOS compressed .jpg will be named 'file'.jp_.",fmt/462
ISO Disk Image File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-10-25 00:00:00.000,NULL,fmt/468
Asymetrix Toolbook File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-10-25 00:00:00.000,NULL,fmt/470
Sony Digital Voice File/Sony Memory Stick Voice File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-10-25 00:00:00.000,NULL,fmt/472
Windows Help File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-10-25 00:00:00.000,NULL,fmt/474
Microsoft Management Console Snap-in Control file,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-10-25 00:00:00.000,NULL,fmt/475
Apple iBook format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2013-07-19 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,fmt/482
ePub format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2013-07-19 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,fmt/483
7Zip format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-12-18 00:00:00.000,NULL,fmt/484
Rocket Book eBook format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-12-18 00:00:00.000,NULL,fmt/485
Macro Enabled Microsoft Powerpoint,2007 Onwards,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-12-18 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,fmt/487
Acrobat PDF/E - Portable Document Format for Engineering PDF/E-1,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-12-18 00:00:00.000,NULL,fmt/493
Internet Explorer for Mac cache file,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2013-02-26 00:00:00.000,NULL,fmt/500
PostScript,3.1,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2013-02-26 00:00:00.000,"Whilst format does not appear to currently have a publically available specification, it appears to be an extension to PostScript 3.0 (http://partners.adobe.com/public/developer/en/ps/5001.DSC_Spec.pdf)",fmt/501
Bentley V8 DGN,NULL,"The Bentley V8 DGN format is a computer aided design format used by Microstation 8 software. This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2013-02-26 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,fmt/502
